t,Z_mpmath,kind,gap,norm_gap
10000000099234.2578125000,1.274463745529e-02,max,,
10000000099367.4414062500,5.866874955605e-03,max,,
10000000099404.9902343750,-8.504296496814e-03,min,,
10000000099463.8652343750,-1.570863699296e-02,min,,
10000000099531.6621093750,1.947511791091e-02,max,,
10000000099626.3046875000,1.059514073524e-02,max,,
10000000099650.3066406250,1.466722750264e-02,max,,
10000000099857.7695312500,6.319095712075e-03,max,,
10000000099876.4785156250,1.736795461453e-02,max,,
10000000099966.6621093750,-8.097244347432e-03,min,,
10000000099976.9257812500,-3.737979802068e-03,min,,
